   BENCHMARK INFORMATION
gps
benchmark definition:    benchmark-defs/gps.xml
name:                    gps
run sets:                SV-COMP24_unreach-call.Suite1-SVCOMP
date:                    Fri, 2025-06-27 04:53:50 UTC
tool:                    gps
tool executable:         /gps-ae/duet-gps/duet.exe
options:                 -monotone -cra-split-loops -gps-gas
resource limits:
- memory:                15000.0 MB
- time:                  900 s
- cpu cores:             6
hardware requirements:
- cpu cores:             6
- memory:                15000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    ac8a6a12a11c
os:                      Linux-6.8.0-60-generic-x86_64-with-glibc2.39
cpu:                     13th Gen Intel Core i7-13700H
- cores:                 20
- max frequency:         4800.0 MHz
- turbo boost enabled:   True
ram:                     16421.941248 MB
------------------------------------------------------------



SV-COMP24_unreach-call.Suite1-SVCOMP
Run set 1 of 1 with options '-monotone -cra-split-loops -gps-gas' and propertyfile 'None'

inputfile                                                 status                       cpu time   wall time        host
loop-new/half.yml                                         KILLED                          77.68       77.67        None
loop-new/nested-1.yml                                     true                             3.50        3.50        None
loops/count_up_down-1.yml                                 true                             0.13        0.14        None
loops/count_up_down-2.yml                                 false                            0.14        0.13        None
loops/for_bounded_loop1.yml                               false                            0.17        0.17        None
loops/for_infinite_loop_1.yml                             true                             0.13        0.13        None
loops/for_infinite_loop_2.yml                             true                             0.13        0.13        None
loops/sum01-2.yml                                         true                             0.13        0.13        None
loops/sum01_bug02.yml                                     false                            0.16        0.16        None
loops/sum03-1.yml                                         false                            2.11        2.10        None
loops/sum03-2.yml                                         true                             0.13        0.14        None
loops/sum04-1.yml                                         false                            0.15        0.15        None
loops/sum04-2.yml                                         true                             0.12        0.12        None
loops/terminator_02-2.yml                                 true                             0.14        0.13        None
loops/terminator_02-2_abstracted.yml                      true                             0.13        0.13        None
loops/terminator_03-2.yml                                 true                             0.13        0.14        None
loops/terminator_03-2_abstracted.yml                      true                             0.13        0.13        None
loops/trex01-1.yml                                        false                            0.28        0.25        None
loops/trex01-2.yml                                        true                             0.25        0.22        None
loops/trex02-1.yml                                        true                             0.24        0.21        None
loops/trex02-2.yml                                        false                            0.27        0.25        None
loops/trex03-1.yml                                        false                            0.19        0.18        None
loops/trex03-2.yml                                        true                             0.16        0.16        None
loops/trex03-2_abstracted.yml                             true                             0.13        0.13        None
loops/trex04.yml                                          true                             0.24        0.22        None
loops/trex04_abstracted.yml                               true                             0.24        0.21        None
loops/while_infinite_loop_1.yml                           true                             0.13        0.12        None
loops/while_infinite_loop_2.yml                           true                             0.14        0.13        None
loops/while_infinite_loop_3.yml                           true                             0.23        0.20        None
loops/while_infinite_loop_4.yml                           KILLED                         255.09      255.11        None
loops-crafted-1/Mono1_1-1.yml                             false                            0.16        0.15        None
loops-crafted-1/Mono1_1-2.yml                             true                             0.15        0.15        None
loops-crafted-1/Mono3_1.yml                               false                            0.16        0.15        None
loops-crafted-1/Mono4_1.yml                               false                            0.16        0.15        None
loops-crafted-1/Mono5_1.yml                               false                            0.16        0.16        None
loops-crafted-1/Mono6_1.yml                               false                            0.16        0.16        None
loops-crafted-1/iftelse.yml                               true                             1.32        1.32        None
loops-crafted-1/in-de20.yml                               true                             0.14        0.13        None
loops-crafted-1/in-de31.yml                               true                             0.13        0.13        None
loops-crafted-1/in-de32.yml                               true                             0.14        0.13        None
loops-crafted-1/in-de41.yml                               true                             0.14        0.13        None
loops-crafted-1/in-de42.yml                               true                             0.14        0.14        None
loops-crafted-1/in-de51.yml                               true                             0.14        0.15        None
loops-crafted-1/in-de52.yml                               true                             0.14        0.14        None
loops-crafted-1/in-de61.yml                               true                             0.15        0.14        None
loops-crafted-1/in-de62.yml                               true                             0.15        0.14        None
loops-crafted-1/loopv1.yml                                true                             0.16        0.16        None
loops-crafted-1/loopv2.yml                                true                             0.14        0.13        None
loops-crafted-1/loopv3.yml                                KILLED                          95.88       95.88        None
loops-crafted-1/mono-crafted_1.yml                        true                             0.15        0.14        None
loops-crafted-1/mono-crafted_10.yml                       true                             0.14        0.14        None
loops-crafted-1/mono-crafted_11.yml                       true                             0.15        0.13        None
loops-crafted-1/mono-crafted_12.yml                       true                             0.14        0.14        None
loops-crafted-1/mono-crafted_13.yml                       true                             0.15        0.15        None
loops-crafted-1/mono-crafted_14.yml                       true                             0.15        0.14        None
loops-crafted-1/mono-crafted_3.yml                        true                             0.15        0.16        None
loops-crafted-1/mono-crafted_6.yml                        true                             0.15        0.15        None
loops-crafted-1/mono-crafted_7.yml                        true                             0.15        0.15        None
loops-crafted-1/mono-crafted_8.yml                        true                             0.14        0.14        None
loops-crafted-1/mono-crafted_9.yml                        true                             0.15        0.14        None
loops-crafted-1/nested3-1.yml                             true                             0.17        0.17        None
loops-crafted-1/nested3-1_abstracted.yml                  true                             0.19        0.19        None
loops-crafted-1/nested3-2.yml                             false                            0.15        0.15        None
loops-crafted-1/nested3-2_abstracted.yml                  false                            0.15        0.14        None
loops-crafted-1/nested5-1.yml                             true                             0.38        0.38        None
loops-crafted-1/nested5-2.yml                             false                            0.18        0.18        None
loops-crafted-1/nested_delay_nd.yml                       KILLED                         230.22      230.25        None
loops-crafted-1/nested_delay_notd2.yml                    TIMEOUT                        601.13      601.17        None
loops-crafted-1/net_reset.yml                             true                             0.29        0.26        None
loops-crafted-1/sum_by_3.yml                              true                             0.14        0.14        None
loops-crafted-1/sum_by_3_abstracted.yml                   true                             0.14        0.13        None
loops-crafted-1/sumt2.yml                                 true                             0.18        0.18        None
loops-crafted-1/sumt3.yml                                 true                             0.17        0.16        None
loops-crafted-1/sumt4.yml                                 true                             0.20        0.21        None
loops-crafted-1/sumt5.yml                                 true                             0.24        0.23        None
loops-crafted-1/sumt6.yml                                 true                             0.43        0.42        None
loops-crafted-1/sumt7.yml                                 true                             0.39        0.38        None
loops-crafted-1/sumt8.yml                                 true                             0.50        0.50        None
loops-crafted-1/sumt9.yml                                 true                             0.73        0.73        None
loops-crafted-1/theatreSquare.yml                         KILLED                          19.34       19.33        None
loops-crafted-1/vnew1.yml                                 true                             0.18        0.19        None
loops-crafted-1/vnew2.yml                                 true                             0.16        0.15        None
loops-crafted-1/watermelon.yml                            true                             0.25        0.22        None
loop-simple/deep-nested.yml                               KILLED                         207.66      207.70        None
loop-simple/nested_1.yml                                  true                             0.13        0.13        None
loop-simple/nested_1b.yml                                 false                            0.14        0.14        None
loop-simple/nested_2.yml                                  true                             0.14        0.13        None
loop-simple/nested_3.yml                                  true                             0.15        0.15        None
loop-simple/nested_4.yml                                  true                             0.16        0.15        None
loop-simple/nested_5.yml                                  true                             0.17        0.17        None
loop-simple/nested_6.yml                                  true                             0.21        0.21        None
loop-zilu/benchmark02_linear.yml                          true                             0.13        0.13        None
loop-zilu/benchmark02_linear_abstracted.yml               true                             0.12        0.12        None
loop-zilu/benchmark04_conjunctive.yml                     true                             0.13        0.13        None
loop-zilu/benchmark05_conjunctive.yml                     true                             0.15        0.14        None
loop-zilu/benchmark09_conjunctive.yml                     true                             0.13        0.13        None
loop-zilu/benchmark10_conjunctive.yml                     true                             0.13        0.12        None
loop-zilu/benchmark11_linear.yml                          true                             0.13        0.12        None
loop-zilu/benchmark11_linear_abstracted.yml               true                             0.13        0.13        None
loop-zilu/benchmark14_linear.yml                          true                             0.13        0.12        None
loop-zilu/benchmark17_conjunctive.yml                     true                             0.13        0.12        None
loop-zilu/benchmark18_conjunctive.yml                     true                             0.13        0.13        None
loop-zilu/benchmark19_conjunctive.yml                     true                             0.13        0.13        None
loop-zilu/benchmark20_conjunctive.yml                     true                             0.14        0.13        None
loop-zilu/benchmark23_conjunctive.yml                     true                             0.13        0.12        None
loop-zilu/benchmark25_linear.yml                          true                             0.13        0.12        None
loop-zilu/benchmark25_linear_abstracted.yml               true                             0.12        0.12        None
loop-zilu/benchmark26_linear.yml                          true                             0.13        0.12        None
loop-zilu/benchmark26_linear_abstracted.yml               true                             0.13        0.14        None
loop-zilu/benchmark32_linear.yml                          true                             0.37        0.38        None
loop-zilu/benchmark33_linear.yml                          true                             0.13        0.12        None
loop-zilu/benchmark34_conjunctive.yml                     true                             0.13        0.13        None
loop-zilu/benchmark35_linear.yml                          true                             0.13        0.13        None
loop-zilu/benchmark37_conjunctive.yml                     true                             0.13        0.12        None
loop-zilu/benchmark43_conjunctive.yml                     true                             0.13        0.13        None
loop-zilu/benchmark43_conjunctive_abstracted.yml          true                             0.13        0.13        None
loop-zilu/benchmark51_polynomial.yml                      true                             0.14        0.14        None
-----------------------------------------------------------------------------------------------------------------------
Run set 1                                                 done                          5210.32     5232.91           -

Statistics:            230 Files
  correct:             212
    correct true:      179
    correct false:      33
  incorrect:             0
    incorrect true:      0
    incorrect false:     0
  unknown:              18
  Score:               391 (max: 421)
