   BENCHMARK INFORMATION
benchmark definition:    benchmark-defs/veriabs.xml
name:                    veriabs
run sets:                SV-COMP24_unreach-call.Suite1-SVCOMP
date:                    Fri, 2025-06-27 20:00:13 UTC
tool:                    VeriAbs 1.5.1-2
tool executable:         /gps-ae/VeriAbs/scripts/veriabs
options:                 --sv22
resource limits:
- memory:                15000.0 MB
- time:                  900 s
- cpu cores:             8
hardware requirements:
- cpu model:             Intel Xeon E3-1230 v5 @ 3.40 GHz
- cpu cores:             8
- memory:                15000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    ac8a6a12a11c
os:                      Linux-6.8.0-60-generic-x86_64-with-glibc2.39
cpu:                     13th Gen Intel Core i7-13700H
- cores:                 20
- max frequency:         4800.0 MHz
- turbo boost enabled:   True
ram:                     16421.941248 MB
------------------------------------------------------------



SV-COMP24_unreach-call.Suite1-SVCOMP
Run set 1 of 1 with options '--sv22' and propertyfile 'None'

inputfile                                                 status                       cpu time   wall time        host
loop-lit/mine2017-ex4.10.yml                              true                             6.74        2.50        None
loop-lit/mine2017-ex4.6.yml                               true                             9.41        3.47        None
loop-lit/mine2017-ex4.7.yml                               true                             9.68        3.59        None
loop-lit/mine2017-ex4.8.yml                               true                             7.18        2.70        None
loop-new/count_by_1.yml                                   true                             6.92        2.56        None
loop-new/count_by_1_variant.yml                           true                             9.66        3.56        None
loop-new/count_by_2.yml                                   true                             7.32        2.72        None
loop-new/count_by_k.yml                                   true                             7.49        2.81        None
loop-new/count_by_nondet.yml                              TIMEOUT                        213.02      201.02        None
loop-new/half.yml                                         TIMEOUT                        214.00      201.01        None
loop-new/nested-1.yml                                     TIMEOUT                        210.69      201.02        None
loops/count_up_down-1.yml                                 true                             7.13        2.68        None
loops/count_up_down-2.yml                                 false(unreach-call)              9.22        3.54        None
loops/for_bounded_loop1.yml                               false(unreach-call)             11.92        4.46        None
loops/for_infinite_loop_1.yml                             true                             6.80        2.50        None
loops/for_infinite_loop_2.yml                             true                             7.04        2.59        None
loops/sum01-2.yml                                         true                             7.34        2.76        None
loops/sum01_bug02.yml                                     false(unreach-call)             11.30        4.52        None
loops/sum03-1.yml                                         false(unreach-call)             10.55        3.92        None
loops/sum03-2.yml                                         true                             7.18        2.65        None
loops/sum04-1.yml                                         false(unreach-call)             10.92        4.21        None
loops/sum04-2.yml                                         true                             7.53        2.81        None
loops/terminator_02-2.yml                                 true                             7.48        2.80        None
loops/terminator_02-2_abstracted.yml                      true                             7.19        2.66        None
loops/terminator_03-2.yml                                 true                             6.97        2.60        None
loops/terminator_03-2_abstracted.yml                      true                             7.48        2.73        None
loops/trex01-1.yml                                        false(unreach-call)             12.45        4.69        None
loops/trex01-2.yml                                        true                             7.32        2.61        None
loops/trex02-1.yml                                        true                             7.05        2.58        None
loops/trex02-2.yml                                        false(unreach-call)             14.01        5.33        None
loops/trex03-1.yml                                        false(unreach-call)             14.09        5.21        None
loops/trex03-2.yml                                        true                             7.56        2.86        None
loops/trex03-2_abstracted.yml                             true                             7.76        2.90        None
loops/trex04.yml                                          true                             7.34        2.64        None
loops/trex04_abstracted.yml                               true                             7.50        2.76        None
loops/while_infinite_loop_1.yml                           true                             6.87        2.54        None
loops/while_infinite_loop_2.yml                           true                             6.79        2.51        None
loops/while_infinite_loop_3.yml                           true                             6.87        2.53        None
loops/while_infinite_loop_4.yml                           false(unreach-call)              6.99        2.56        None
loops-crafted-1/Mono1_1-1.yml                             OUT OF MEMORY                   63.84       57.67        None
loops-crafted-1/Mono1_1-2.yml                             OUT OF MEMORY                   62.37       56.64        None
loops-crafted-1/Mono3_1.yml                               TIMEOUT                        174.04      201.11        None
loops-crafted-1/Mono4_1.yml                               TIMEOUT                        213.39      201.02        None
loops-crafted-1/Mono5_1.yml                               OUT OF MEMORY                  100.98       97.70        None
loops-crafted-1/Mono6_1.yml                               OUT OF MEMORY                  129.84      137.03        None
loops-crafted-1/iftelse.yml                               true                            10.21        4.13        None
loops-crafted-1/in-de20.yml                               true                             7.26        2.71        None
loops-crafted-1/in-de31.yml                               true                             7.17        2.70        None
loops-crafted-1/in-de32.yml                               true                             7.22        2.70        None
loops-crafted-1/in-de41.yml                               true                             7.38        2.72        None
loops-crafted-1/in-de42.yml                               true                             7.25        2.71        None
loops-crafted-1/in-de51.yml                               true                             7.28        2.70        None
loops-crafted-1/in-de52.yml                               true                             7.20        2.70        None
loops-crafted-1/in-de61.yml                               true                             7.23        2.68        None
loops-crafted-1/in-de62.yml                               true                             7.30        2.73        None
loops-crafted-1/loopv1.yml                                true                            14.41        9.94        None
loops-crafted-1/loopv2.yml                                true                             7.01        2.63        None
loops-crafted-1/loopv3.yml                                true                             7.05        2.59        None
loops-crafted-1/mono-crafted_1.yml                        true                            10.31        4.10        None
loops-crafted-1/mono-crafted_10.yml                       true                           113.34      156.05        None
loops-crafted-1/mono-crafted_11.yml                       true                           124.08      156.16        None
loops-crafted-1/mono-crafted_12.yml                       true                             8.26        3.42        None
loops-crafted-1/mono-crafted_13.yml                       true                            11.13        4.37        None
loops-crafted-1/mono-crafted_14.yml                       true                            11.13        4.43        None
loops-crafted-1/mono-crafted_3.yml                        true                            11.15        4.37        None
loops-crafted-1/mono-crafted_6.yml                        true                            42.02       35.25        None
loops-crafted-1/mono-crafted_7.yml                        true                             9.98        3.92        None
loops-crafted-1/mono-crafted_8.yml                        true                           124.09      155.50        None
